video_id,video_title,published_at,playlist_name,playlist_id,video_url,channel_title,views,likes,comments,duration,angry,disgust,fear,happy,sad,surprise,neutral,pct_with_face,brightness,mean_r,mean_g,mean_b,blurriness
DpJzOuYSpKo,NYC is Under Water,2023-09-29 23:50:01+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=DpJzOuYSpKo,CaseyNeistat,4826414,133743,5159,PT5M59S,20.11076419359944,0.19405314775407673,6.994362396306308,7.442247463522094,27.768306425259368,0.3063231680978369,37.18394383331415,37.4331550802139,93.68157863097892,99.32919802343287,91.95819975954397,87.73674402573529,361.95257300982723
BZEr7_Oggcw,Everything Changed except this,2023-09-28 13:41:31+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=BZEr7_Oggcw,CaseyNeistat,1195725,49667,1545,PT6M42S,10.24645132905075,0.11807131232541841,11.217970721451925,22.97755154507869,21.60819453315159,0.6495215459521234,33.1822400347233,30.952380952380953,109.5199191261574,115.04848780588625,108.17252312748016,101.91718797536376,432.7633971488357
LgKulg2YVZo,NYC sidewalks can be scary,2023-09-13 00:15:56+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=LgKulg2YVZo,CaseyNeistat,788467,42541,1379,PT20S,1.7234515983797727,0.00039068017120790627,34.05972392486869,17.33907559603765,46.512568961186204,0.05904959677768897,0.30574038007617205,50.0,126.93525303819445,135.0669418402778,124.83056770833335,116.53009244791667,2023.2736796617203
0TvLl2f0wC8,this is the World's Smallest Vlogging Camera and it's pretty incredible,2023-06-27 13:22:56+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=0TvLl2f0wC8,CaseyNeistat,1668147,62469,2643,PT7M52S,6.841865553705911,0.025428620067241208,9.952580114454454,26.193825347543395,15.697394795645213,1.0502886110987972,40.238617621977184,28.455284552845526,130.27918487466124,136.5288363997572,129.41804915099934,118.29059183039747,384.8190406523646
Cm_uIxcczWM,10 simple Tricks to Not get Divorced,2023-06-16 13:51:20+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=Cm_uIxcczWM,CaseyNeistat,1994641,92351,4836,PT12M14S,15.06945998307647,0.14264333484861144,17.67906335597314,13.377401922904921,19.837795083058527,2.8382452033141505,31.055391878649235,70.49608355091384,112.14939326769655,118.19078880865608,110.43987929948145,105.1465867284958,417.0232393136871
UVX6kxnJgMU,Apple Vision Pro; READY PLAYER ONE,2023-06-08 20:41:20+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=UVX6kxnJgMU,CaseyNeistat,884899,40898,2133,PT2M41S,17.862029443535235,0.45936898344430876,21.593532078058182,15.756321099424428,31.64070344437978,1.7176574034582681,10.970387416208926,22.89156626506024,51.81720632530121,52.76950787525101,50.84317729250335,54.55473571368808,171.8335115931515
h9xaHwBsRUw,NYC; The Worst Air Quality on the Planet,2023-06-07 23:03:41+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=h9xaHwBsRUw,CaseyNeistat,3296894,111326,8064,PT4M7S,16.36758915881392,1.8604040216647544,15.153601628239265,18.873099356627552,14.774601021993155,4.050066847697853,28.920638532523157,22.48062015503876,131.00772993378553,149.17170418147072,126.91056430340224,104.34519682655038,223.26518199379302
YpqFOB7_9go,Creative POISON,2023-04-28 19:49:04+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=YpqFOB7_9go,CaseyNeistat,1572779,72563,2746,PT10M16S,17.974080255199162,0.4779795079742637,6.889381747765332,13.936580809567442,11.403969327438151,0.31436460673201627,49.00364406854773,54.54545454545454,97.61274318238186,105.02472892992425,95.27298963406385,90.21123781058351,500.0733533477165
Ygj9vBF_WUk,AI Made this VLOG,2023-04-17 14:35:22+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=Ygj9vBF_WUk,CaseyNeistat,2359654,101369,4677,PT5M5S,35.2832291548601,0.027368266704082742,2.9917109433359883,18.17112483691985,8.770262032692978,0.22388919238049984,34.532416136268225,66.66666666666666,100.59629244737073,103.94249716107618,99.50071098663521,97.52953654568483,693.0505252133057
3CJZli1VFQg,"I Was At Trumps Arraignment, It Was Insane",2023-04-06 14:19:33+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=3CJZli1VFQg,CaseyNeistat,1569500,57511,2617,PT6M40S,5.48533753763634,0.3184263319607152,24.001500407649125,16.396920833157356,19.96571534629196,0.7436492136531836,33.08845087866179,37.32057416267943,118.00505166799576,122.84379336124402,116.15613443231658,114.82861696737109,844.9237919138415
34k7UI-DR_8,TESTING $1400 Ai POWERED ELECTRIC SHOES in NYC,2023-02-22 21:32:11+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=34k7UI-DR_8,CaseyNeistat,3833208,86211,3818,PT5M20S,25.979935077806026,0.12341490808688088,8.213912189190555,16.07021386287235,15.263861319678494,1.6387003528656905,32.70996325803993,44.91017964071856,99.48022870924818,103.6350511217149,98.38943397060045,94.21538350382568,542.7283284340793
ouPPSqFAbb4,my stupid idiot brain,2023-02-07 22:02:51+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=ouPPSqFAbb4,CaseyNeistat,1315735,55701,1949,PT5M37S,18.914121816060394,0.0729492411079266,12.059160874040119,30.566848975418957,13.580857034071341,0.2262814571026123,24.579780719823376,46.02272727272727,79.37337927616004,89.47524004695391,76.22386338975694,69.06608987827494,307.5076530538422
rzCFZypafAM,Reuniting With my Dad,2023-01-31 22:27:13+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=rzCFZypafAM,CaseyNeistat,1104744,53905,2416,PT6M59S,11.492972790209565,0.2663602958095153,18.197043574559885,19.26109908850559,23.202316384100104,3.228078030617439,24.352130235952,44.29223744292237,104.1483146443747,110.61688542459412,102.66591421312151,94.79628101614028,381.1389338267745
WlY9pDwGbjw,The Greatest Moment,2023-01-27 14:38:20+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=WlY9pDwGbjw,CaseyNeistat,1474156,64830,2135,PT7M53S,24.564655040128276,0.538904446896961,17.226319993039752,9.93084571610573,23.72767148535288,0.39960875942356294,23.611994836990434,63.56275303643725,93.87175946426564,99.23449593033064,92.13487817349865,88.79522752192982,457.9654024921178
o0xoWsYXIrY,it’s toxic.,2023-01-26 17:06:01+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=o0xoWsYXIrY,CaseyNeistat,13759716,553742,4469,PT39S,20.11670590723809,0.011310048580983296,22.7526620350605,12.497930136528097,24.06348688494061,0.010814611402655598,20.547085923740756,40.0,111.47754557291667,122.77310199652777,108.87154144965277,95.3356736111111,358.59625732097766
cldSbEoNR2A,my last day of 2022,2023-01-02 03:10:48+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=cldSbEoNR2A,CaseyNeistat,3301259,119326,592,PT1M1S,12.687142950946388,6.903008372414854e-05,50.874784639136465,11.131382757487964,24.776442529088467,0.06581117837151884,0.46436823779389136,13.333333333333334,110.86571281828704,119.46328877314815,108.87115480324073,98.5226841724537,428.77621864511065
KehujfbRBts,3 things i learned from 800 days of vlogging,2022-12-05 21:57:09+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=KehujfbRBts,CaseyNeistat,2025850,75967,2470,PT6M31S,25.24964803467957,1.4261529033132772,13.840635097339623,11.172157166048407,11.833554415674644,1.933369819250399,34.54448324865452,49.01960784313725,81.10055255565769,86.95070646531181,79.24494419338916,75.3265425219567,486.89152658368073
i4GJnpOZmiM,Elon Musk's Six Rules for Tesla Employees,2022-11-29 13:37:53+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=i4GJnpOZmiM,CaseyNeistat,1860004,80552,4587,PT3M15S,7.92016328049239,0.31302999723535546,3.012182931230489,0.36161384841949545,18.531029287402426,0.07597345031986162,69.7860079785113,95.09803921568627,68.11486800449346,76.4947346898829,65.69659803070533,58.6931255957244,746.680990532723
mshN3N0jOng,the Greatest Gift,2022-11-25 16:13:52+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=mshN3N0jOng,CaseyNeistat,1857095,71083,1437,PT10M28S,17.131840811899696,0.024345649045037866,17.84645327343619,11.905004673759889,14.958380674754393,3.55261170674568,34.58136395066596,39.63414634146341,94.20222967215024,99.9408430460281,92.14272442411925,89.76982726223747,480.7167940158761
Qwr5tGG0jfQ,i found my next apartment.,2022-11-22 17:32:52+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=Qwr5tGG0jfQ,CaseyNeistat,3485411,99054,2683,PT6M25S,17.908855555609776,1.309309423565405,23.946201778855794,19.576040600166262,21.50811408787071,0.9640536555642417,14.787425554113776,24.875621890547265,84.86955081364013,90.63369497996129,83.10500973863323,78.83278866086235,346.82552562769155
7lGLhhoIsNc,i got beat up at the NYC Marathon 2022,2022-11-09 19:11:20+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=7lGLhhoIsNc,CaseyNeistat,3288085,117120,3955,PT11M22S,16.792435800286157,0.9251985402260754,16.43495830328809,17.184076873158368,21.003130753882054,4.694972330640968,22.965228021604865,38.764044943820224,105.63843180643337,112.51587655323424,103.16282057096598,100.3402391176069,670.1649205983927
YbE_FD8df80,"if you don’t live in NYC or youre watching this video anytime after Nov 6, 2022 please disregard",2022-11-05 18:47:13+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=YbE_FD8df80,CaseyNeistat,3885099,143663,1463,PT52S,31.049671893874244,1.9273595732924729,11.204653517661379,2.326612304825109,24.399964523067062,4.559028816233523,24.532710308846475,80.76923076923077,96.79838975694445,99.81432558760685,95.32749031784189,96.49952958066238,263.9799228269057
bEriqRN7Xpg,about this hotel room..,2022-11-04 21:29:32+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=bEriqRN7Xpg,CaseyNeistat,1839004,82870,3550,PT6M36S,13.420723141748804,0.03410170925819908,13.277888959884159,9.040671500081926,13.90067756755356,7.8200055056876,42.50593267305928,39.80582524271845,105.94325520833334,117.37620147738,102.82712869555691,91.9724515195186,385.21043682809153
LODwfHdZA_k,Halloween in New York City.,2022-11-01 19:16:46+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=LODwfHdZA_k,CaseyNeistat,1465188,84780,2838,PT3M52S,14.851391528256661,0.4013421589874643,16.405493106358893,17.159640272463307,17.197657064676108,0.7087185927495138,33.2757578766881,49.586776859504134,76.9311123306933,83.88945879247015,75.10073289715335,68.07778380394858,374.41252981890136
kvnn_EptPiQ,New York City NONSENSE,2022-10-27 15:52:23+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=kvnn_EptPiQ,CaseyNeistat,2350954,119438,3650,PT6M7S,9.49887569228847,1.2550943738876805,17.917977074148645,17.522350485075503,19.716956853014253,0.3959313560672296,33.69281464777304,32.460732984293195,102.57644160849331,107.76428617201135,100.23925653995784,101.00393208715097,536.3417199224612
2MQF00rTEJU,"Kanye, you broke my heart",2022-10-25 19:56:51+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=2MQF00rTEJU,CaseyNeistat,2841873,175965,9678,PT13M47S,8.249572140169315,0.290483230299377,21.27651002557819,15.027900262050764,11.496493238731261,3.3953473234694815,40.263694278988744,74.47795823665894,124.22499329321346,135.45767764928138,121.47102869618458,108.89339606092099,534.0808113336557
NK45KHO5ng0,Just Magical,2022-10-20 14:53:45+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=NK45KHO5ng0,CaseyNeistat,1880321,96557,3846,PT11M11S,14.049647570009846,1.477086910623976,23.056604680980595,14.807661365191382,17.86529725863552,2.623178669280111,26.120523968071762,19.428571428571427,91.62649935515873,90.22997535962301,92.26239025297619,92.0470494171627,314.9509638840664
6ksZoza2Fhc,NYC BIKE LANE BOUNTY,2022-10-18 19:50:05+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=6ksZoza2Fhc,CaseyNeistat,2065517,112425,5430,PT4M15S,18.160933054520005,0.4414463188290889,12.441998457774439,28.36599002999411,20.173099157690583,0.7095090781568942,19.707022742438177,32.33082706766917,127.69205308192356,127.72131050281953,126.78637175621347,132.23918089494572,899.4959056432577
fIdRWKel0xQ,The Problem with New York City..,2022-10-11 18:23:52+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=fIdRWKel0xQ,CaseyNeistat,3362510,145060,5364,PT7M14S,8.836062287674126,0.008966811419499388,10.740164456985138,15.509872701657724,13.292270691800649,1.3317342422135525,50.280929131574275,34.801762114537446,100.76474610331007,105.23564341272026,99.09158894319016,97.64547599654307,579.6075316004925
C3P-b5Szz44,The Secret Door,2022-10-05 21:34:32+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=C3P-b5Szz44,CaseyNeistat,2710235,123563,3958,PT7M18S,14.304351720362472,0.10847716013266592,14.633927495202634,11.918778182658148,12.919449693261038,1.3235250433151802,44.79149158759859,30.567685589519648,89.92377115174672,97.62604720099466,87.63974951479864,81.47838810801795,446.4632615170658
l30V426-_S4,SOMEONE STOLE MY CAR AND I STOLE IT BACK,2022-09-29 21:08:17+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=l30V426-_S4,CaseyNeistat,2685827,110652,4131,PT10M2S,15.973458244374285,0.060569292659326514,13.100346501797393,15.552177126370717,23.448671275904008,1.7953496162065778,30.069427908686652,42.99363057324841,93.90962352928166,96.0728500696656,92.83718633890658,93.77290927160739,429.8698180890326
X16jagQdNIE,"well NYC, Today is the Day",2022-09-27 18:07:47+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=X16jagQdNIE,CaseyNeistat,2058503,101634,4505,PT6M36S,15.297015716288696,0.022305758654867582,27.466244092493707,16.335452065262267,23.50558992615483,1.0616417279170782,16.31175143463318,26.699029126213592,126.03615957052318,124.48116846177186,125.93993984712108,130.58575541902644,410.1390261083905
igZ6PoZAszQ,MY NEW LIFE IN NYC,2022-09-20 20:57:51+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=igZ6PoZAszQ,CaseyNeistat,3025319,178370,10294,PT7M7S,16.0815135062768,0.029247358495045696,11.00478913332663,18.061579278514564,17.347448332164777,1.8671135481595889,35.608309351166476,53.81165919282511,107.96852019883534,114.20663842566643,106.13379906654833,101.0531654638453,443.73193482187065
RoDi72mL5sg,how this BLIND SURFER GOT 1MILLIONS SUBSCRIBERS IN A MONTH,2022-09-15 16:26:48+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=RoDi72mL5sg,CaseyNeistat,1249167,74051,3070,PT9M20S,9.863093363191,0.05058248083909547,10.319989956828037,13.519744213986403,17.675125589290108,0.36219731499616376,48.209267883252096,47.26027397260274,95.78411568326673,99.20552435609304,94.90655658414192,91.34371929104833,370.8835035984195
4juSAp9jQjA,WE MOVED BACK TO NEW YORK CITY,2022-09-14 17:21:25+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=4juSAp9jQjA,CaseyNeistat,4205679,248433,17938,PT11M15S,5.72377717461392,1.0203864743396283,15.411514636856921,14.256019342164723,30.835362626544356,0.10048454637763951,32.65245587270508,31.818181818181817,86.8826078904277,87.69881567136206,87.11244930999447,83.63185393978851,390.5580128139984
oED9tZyI-vU,I Was Invited To Cannes Film Festival,2022-08-30 20:04:08+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=oED9tZyI-vU,CaseyNeistat,1523965,70277,4001,PT10M52S,14.009928086313781,2.0825055964323536,13.78351161458069,18.32609262118628,17.410830520888982,1.0226109008804596,33.36452141096109,42.35294117647059,119.8792399535335,130.35749426828022,116.21545950776144,111.25388414011438,464.73968378538626
Ipv_LWcdfC0,it's been 3 years since we left NYC,2022-04-25 14:27:45+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=Ipv_LWcdfC0,CaseyNeistat,2393333,120090,6090,PT6M51S,7.548975195874206,0.5996635790482018,26.831738798108816,22.828823863031957,22.53865078503385,2.0823798485507203,17.569768913755528,30.697674418604652,92.14410618540052,97.48864343104005,90.45177947351421,86.84664242167312,357.48171975371974
8H771jAxq9E,i miss being a YouTuber,2022-04-18 19:18:22+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=8H771jAxq9E,CaseyNeistat,2305899,144401,7056,PT11M26S,13.610561344525333,0.0690553361123298,8.6568722754829,21.914735196215325,13.600916812499328,0.8249810007376134,41.32287894843686,40.22346368715084,102.73914311035459,107.36523521153399,101.64964003578909,96.18435360170312,313.98078820553593
PF3iysOyelg,HIDDEN VIDEO CAMERA in my Custom Glasses,2021-12-10 21:51:01+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=PF3iysOyelg,CaseyNeistat,2529893,110259,4868,PT9M53S,14.911970475775414,1.3213945419418374,16.001664593582213,18.577927089622975,15.941155284725678,2.8149306151989464,30.43095810085586,34.627831715210355,101.99515551959728,111.2367001247303,99.16446055544318,92.31084739358593,456.63347734705576
UVA8pPxOPk4,The Most Important Movie I've Ever Made,2021-12-06 20:07:10+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=UVA8pPxOPk4,CaseyNeistat,2250459,126642,6383,PT9M56S,13.164978570516558,0.05700573394070024,16.416593442717463,13.554203896885884,11.603433276139054,1.7069192023374777,43.49686609827951,54.662379421221864,91.55927235452394,100.60320121304483,89.10004926424615,80.48182784309128,665.2512163766972
asbAlDd6wrM,Running Back to NEW YORK CITY,2021-06-06 20:08:26+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=asbAlDd6wrM,CaseyNeistat,2094897,140739,7978,PT10M20S,12.755942942067383,0.018882382743209893,22.149626128747247,17.963113328964997,15.09931410338977,3.2678554918473415,28.745266759471743,35.294117647058826,96.67753661689457,102.23186712568798,95.27773888996387,89.31662694573443,514.1119485710448
HgYVuXaihNs,my brother Van,2021-03-09 22:30:43+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=HgYVuXaihNs,CaseyNeistat,3020139,118234,6638,PT11M51S,16.147051592162153,0.6364450516223722,10.365944933077374,16.09988253582566,15.236032515615976,2.182422749213491,39.33222147522927,41.77897574123989,105.33222860980084,114.04964547768792,102.59145476518044,96.52041630400194,284.4422564121746
qaanivZHttE,Who I'm Voting For 2020,2020-10-27 15:56:56+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=qaanivZHttE,CaseyNeistat,2231263,114227,16185,PT6M29S,14.791335472519599,1.7627821958103844,39.256462060238874,4.774722753374978,23.63378819103732,0.16835210169733525,15.612556656670028,39.90147783251231,73.81125068418172,82.95104083282021,70.92236510929803,64.90743709804325,116.61340836675912
TXLUafBNjnc,the SURPRISE of her life!!!,2020-10-26 18:24:34+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=TXLUafBNjnc,CaseyNeistat,1576008,64164,2831,PT6M53S,7.859717827447266,1.904743215190171,15.104318437665086,19.2629203238562,23.550883754538248,1.5848738432425153,30.732542625008417,23.14814814814815,100.39100081581147,112.61236070923353,93.97728051456404,101.55640964586549,284.12260052949483
4NBI6nrGI1w,it's time to say NO!,2020-10-15 21:18:41+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=4NBI6nrGI1w,CaseyNeistat,1523411,66281,3041,PT5M20S,12.881586240115851,2.780927221267997,17.696619223594862,20.437723110782375,9.807158512339255,0.4801375370706127,35.91584871405302,35.32934131736527,103.67611490560546,111.08351474135063,100.47794899783766,100.7200080048237,268.8721985522769
p4Cd-xKpJ9A,ARTIFICIAL INTELLIGENCE DRONE! it won't stop following me,2020-10-13 21:23:37+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=p4Cd-xKpJ9A,CaseyNeistat,1695070,65114,3571,PT9M26S,7.474345274740922,0.08511569412056047,14.561351361875706,24.25747111829472,18.072119324679836,0.5952321111522707,34.95436664725721,17.28813559322034,94.92252017125706,92.3568322740113,95.68583802671846,97.70266048728813,631.6730207012055
p4FQ-nyaInA,theyre right outside my window,2020-10-12 18:59:02+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=p4FQ-nyaInA,CaseyNeistat,1210576,59264,2302,PT5M46S,16.032374452187142,0.161110745915172,19.598919114746135,13.971113185297735,17.70698600244745,0.13831943273253836,32.39117751926291,22.22222222222222,95.90986453510803,106.31058164544753,92.46951470871915,86.31133723958334,258.52056495843084
rDJG4NTeWiY,World's Biggest KOOK,2020-10-08 19:31:24+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=rDJG4NTeWiY,CaseyNeistat,1157236,46259,1684,PT3M58S,2.9881456819332337,0.012575802568261074,13.32037788451338,30.186984983820928,28.943539684864295,0.8773246585558575,23.67105183467151,14.516129032258066,115.98437640008962,120.6378959453405,114.09877471158154,113.47635731686829,484.52362532007356
