video_id,video_title,published_at,playlist_name,playlist_id,video_url,channel_title,views,likes,comments,duration,angry,disgust,fear,happy,sad,surprise,neutral,pct_with_face,brightness,mean_r,mean_g,mean_b,blurriness,title is plain,title is emotionally touching,title is exaggerated
asbAlDd6wrM,Running Back to NEW YORK CITY,2021-06-06 20:08:26+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=asbAlDd6wrM,CaseyNeistat,2095339,140737,7978,PT10M20S,13.884834,0.2582874,20.156776,16.086384,17.320856,3.249227,29.043636,35.294117647058826,97.48546675454722,103.58213525541797,95.78134728672173,90.28366940923848,504.95552959210033,0.33170732855796814,0.348797082901001,0.31949564814567566
HgYVuXaihNs,my brother Van,2021-03-09 22:30:43+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=HgYVuXaihNs,CaseyNeistat,3020952,118245,6639,PT11M51S,17.1216,0.40833065,7.359917,15.043109,16.158829,1.7886088,42.119606,40.48582995951417,105.63252615881316,115.31541997605528,102.28113075072164,97.428372641841,282.65300636871007,0.35242369771003723,0.42412230372428894,0.22345402836799622
qaanivZHttE,Who I'm Voting For 2020,2020-10-27 15:56:56+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=qaanivZHttE,CaseyNeistat,2231410,114228,16183,PT6M29S,14.90323,0.7977211,39.488586,6.1090956,19.211956,0.20824514,19.281168,44.44444444444444,73.91907701045953,83.64125603352194,70.64873932613169,65.41640528549384,115.87405800318058,0.5778080821037292,0.18240070343017578,0.23979118466377258
TXLUafBNjnc,the SURPRISE of her life!!!,2020-10-26 18:24:34+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=TXLUafBNjnc,CaseyNeistat,1576127,64164,2831,PT6M53S,6.908074,1.6529368,14.721328,25.425793,22.66774,1.6805332,26.943598,19.721577726218097,101.58513566640886,114.33568966107566,94.85068690182716,103.0167800174014,290.85140037523803,0.02208779752254486,0.5348214507102966,0.44309067726135254
4NBI6nrGI1w,it's time to say NO!,2020-10-15 21:18:41+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=4NBI6nrGI1w,CaseyNeistat,1523486,66282,3041,PT5M20S,14.464433,1.4901588,11.06499,20.579819,15.466865,1.0801926,35.853546,34.73053892215569,103.4159943654358,111.40198743138724,99.84548365508569,100.85977498128742,269.13412880689435,0.6928223371505737,0.03492700681090355,0.2722506523132324
p4Cd-xKpJ9A,ARTIFICIAL INTELLIGENCE DRONE! it won't stop following me,2020-10-13 21:23:37+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=p4Cd-xKpJ9A,CaseyNeistat,1695107,65114,3571,PT9M26S,8.877757,0.13855127,12.222408,22.480017,19.976826,1.4973453,34.8071,15.932203389830509,94.95872736434792,92.89854134298491,95.36030172286958,98.28616483492232,613.5052337878205,0.20258814096450806,0.0922917053103447,0.7051201462745667
p4FQ-nyaInA,theyre right outside my window,2020-10-12 18:59:02+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=p4FQ-nyaInA,CaseyNeistat,1210644,59264,2301,PT5M46S,17.391705,1.0840703,21.177082,13.142749,13.946342,1.2725546,31.985495,22.22222222222222,96.18230179398148,107.44645124421297,92.26647077546296,86.79974492428627,233.720109435155,0.40026041865348816,0.3271612823009491,0.27257832884788513
rDJG4NTeWiY,World's Biggest KOOK,2020-10-08 19:31:24+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=rDJG4NTeWiY,CaseyNeistat,1157289,46257,1685,PT3M58S,8.182598,2.5019832,23.786192,23.647753,17.447384,2.9832098,21.45088,15.725806451612904,116.0303832220262,121.08684505558357,113.89030210433468,113.81970479110664,500.5567676639862,0.5288414359092712,0.18537603318691254,0.2857825756072998
mHrjKpmmVK8,the ONE THING that makes her truly happy,2020-10-07 16:30:05+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=mHrjKpmmVK8,CaseyNeistat,1043026,57737,2805,PT5M12S,17.158583,0.6553104,20.478935,8.989121,19.19699,4.414455,29.106607,31.692307692307693,90.0363376068376,95.08412920673076,88.27387116720085,85.85226294070513,295.4966295442979,0.2023841142654419,0.6855602264404297,0.1120556965470314
r5eLfX-MiTo,"if she leaves me, this is why",2020-10-06 18:41:52+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=r5eLfX-MiTo,CaseyNeistat,1306639,64668,3414,PT5M36S,13.710566,0.2467991,19.570593,11.879285,25.688808,0.44556192,28.458391,23.142857142857142,104.08561986607144,110.02804561011904,102.3341374875992,97.50388448660716,264.48814301295954,0.8972452878952026,0.07507909834384918,0.027675557881593704
FnbY_dS0pyA,i made this video in a Wal Mart,2020-10-05 21:20:54+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=FnbY_dS0pyA,CaseyNeistat,1294193,62713,2928,PT5M8S,11.917614,1.0059602,13.237909,26.429682,15.299067,2.8176763,29.292093,27.725856697819317,102.921429614486,110.93446675428348,100.29880361121928,95.329931907667,204.0979035305124,0.42765092849731445,0.22828800976276398,0.34406110644340515
_K3SMg088j8,kite surfing idiot nearly cut my feet off,2020-09-30 18:23:18+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=_K3SMg088j8,CaseyNeistat,1422970,69146,2757,PT6M9S,16.773558,0.38307592,12.689927,8.07341,23.985113,2.8935952,35.20132,22.857142857142858,107.608754949044,111.04366424287518,106.10261094200938,106.3660805262446,301.3861463774064,0.3236229419708252,0.20430901646614075,0.47206810116767883
QxsFiJWjbeA,sharing the truth of our marriage,2020-09-29 18:05:16+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=QxsFiJWjbeA,CaseyNeistat,1992328,93588,4586,PT5M1S,5.9603066,0.2426354,31.427454,11.384058,31.426935,0.80487955,18.753733,31.528662420382165,106.81642627886146,112.3612264187456,104.5697045570152,103.80709873164368,307.0519125059766,0.7304580807685852,0.17933474481105804,0.09020720422267914
bhiSxcObwQE,a problem in the shower,2020-09-28 20:36:56+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=bhiSxcObwQE,CaseyNeistat,1627635,85518,4621,PT5M15S,4.2027597,0.34598505,11.247727,28.14941,19.56056,1.8691003,34.62446,23.78048780487805,110.30074437087146,121.91371678628896,106.845730106178,97.53870675601289,247.54678745496187,0.4541509449481964,0.0892423689365387,0.4566066861152649
JWEYGDpTfAA,this Wave Pool Cost $100 per SECOND to ride,2020-09-27 16:35:49+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=JWEYGDpTfAA,CaseyNeistat,3942496,108882,3651,PT7M12S,9.2661705,0.10697284,16.204473,14.980112,17.255692,1.2293408,40.95724,27.55555555555556,112.90193529128084,112.0355638888889,112.63362284915124,116.57578338155864,341.4970671620331,0.5646109580993652,0.10029897093772888,0.33509013056755066
AwNpOuW-L9w,we're staying in a trailer now,2020-09-26 00:29:57+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=AwNpOuW-L9w,CaseyNeistat,1481068,71568,2990,PT5M3S,12.592301,1.3645408,15.95758,18.270123,29.1143,0.23560314,22.465553,18.9873417721519,87.3363316411744,93.38184747494726,85.26977080311622,82.13509198367177,261.60860964781546,0.3823828101158142,0.22361475229263306,0.3940024673938751
Yoxmv_huEhA,"insane new electric car, it's not a Tesla",2020-09-24 20:55:30+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=Yoxmv_huEhA,CaseyNeistat,2733255,131535,3391,PT5M18S,11.767076,2.3155985,13.325189,21.971994,20.061533,0.9208674,29.637743,33.53474320241692,105.00958876195872,104.56597974886706,104.69529258192766,107.75957005024758,251.39516299678263,0.12261278182268143,0.016837982460856438,0.8605492115020752
p9N1lc0FGBM,this is why she wants to leave,2020-09-23 17:54:22+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=p9N1lc0FGBM,CaseyNeistat,1873828,91637,6867,PT6M12S,15.658747,1.8453609,13.636242,14.379049,26.2516,2.6143339,25.614668,22.68041237113402,113.22040304177403,119.24786528806916,111.46481094063216,106.39529046302262,400.553202879614,0.7220926284790039,0.18627342581748962,0.09163402020931244
xFfxCbjMAS8,it's an addiction and it's real,2020-09-22 18:18:53+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=xFfxCbjMAS8,CaseyNeistat,1377837,73073,4118,PT5M34S,15.492307,2.1484902,14.121446,13.033252,21.203577,0.45791534,33.543015,23.85057471264368,105.95089185225096,111.6866563896871,103.72554985582296,102.3367460762891,177.4065846982224,0.8307259678840637,0.09765763580799103,0.07161647081375122
KvlgGZbDC-k,"i made a stupid mistake, here's the truth",2020-09-21 17:50:08+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=KvlgGZbDC-k,CaseyNeistat,1392892,74205,3359,PT4M59S,10.760222,1.999578,21.39926,7.4414225,21.917099,1.1053869,35.37703,17.684887459807076,106.67308219732494,114.67042960376476,104.10595840590388,98.84416882982762,491.3104882369951,0.8431377410888672,0.024991026148200035,0.13187122344970703
Hc6ptqErY_Q,very serious family problems.,2020-09-20 17:22:27+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=Hc6ptqErY_Q,CaseyNeistat,1683000,85701,4540,PT5M9S,15.218914,0.16695763,13.309023,13.692113,13.124908,0.5733352,43.914753,29.503105590062116,108.24247717984385,116.91910652281746,105.2993358701044,100.58245426533384,408.84625315669246,0.26891717314720154,0.5067320466041565,0.22435083985328674
OWM9sW2DYdM,burning a fat one with my wife's parents,2020-09-19 17:22:11+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=OWM9sW2DYdM,CaseyNeistat,1395602,78211,4246,PT5M24S,4.2945805,0.043160804,16.699461,19.229576,26.652699,2.121967,30.958555,13.017751479289942,110.14445311215894,117.9720561359714,107.03691258577828,105.60143681171924,417.9122149025233,0.40000760555267334,0.2515796720981598,0.34841272234916687
nvEs23YNXVI,she's ready to leave,2020-09-18 17:12:42+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=nvEs23YNXVI,CaseyNeistat,1915846,81772,5656,PT5M7S,6.721904,0.84496605,15.471802,20.878956,23.082876,0.26322597,32.73627,15.312500000000002,97.73626718478732,99.58257558865016,96.92843216959636,97.02383429633248,248.78986159128968,0.590192437171936,0.12181662768125534,0.2879909873008728
knAzdJgj8Mw,i started a fight i'll never win,2020-09-17 16:19:14+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=knAzdJgj8Mw,CaseyNeistat,1411301,79808,4941,PT5M40S,12.175299,0.8303639,8.932599,10.365233,14.64472,1.608924,51.442863,15.492957746478872,104.04988945129108,112.41983195178013,101.6169028266823,94.58732330790298,461.1689418450806,0.2866477370262146,0.08125023543834686,0.6321020722389221
nk0aCRuU2qw,1 serious question about the GoPro Hero9,2020-09-16 14:00:19+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=nk0aCRuU2qw,CaseyNeistat,2817125,115940,6061,PT6M57S,9.669402,1.1181237,24.70763,19.80364,14.7678385,5.9233394,24.010029,20.506912442396317,105.13363053235408,111.5859526109671,103.41852822580644,97.0181652625768,514.6290150350212,0.44821444153785706,0.06293267756700516,0.4888527989387512
dujs-an7ppQ,the truth about why i quit.,2020-09-15 13:37:10+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=dujs-an7ppQ,CaseyNeistat,2332100,106390,6168,PT5M36S,17.842173,5.2120733,24.97955,14.115293,12.596802,0.76671904,24.48739,41.88034188034188,115.6185334683642,122.00256599448008,113.3379525141461,110.60019569582936,316.17282541555784,0.7497959136962891,0.16173984110355377,0.08846430480480194
qHO-wInp-0k,never do this in a public bathroom,2020-09-13 13:00:08+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=qHO-wInp-0k,CaseyNeistat,1380386,93378,6695,PT6M3S,9.572749,0.20173715,16.838776,13.94803,29.770569,3.6909475,25.977194,26.190476190476197,119.39617019859642,130.92074490878525,116.13398280193636,105.89778358777924,321.0857926773548,0.4996888339519501,0.047985177487134933,0.4523259997367859
RFXT14i0wGE,shes still my wife.. but,2020-09-12 13:00:07+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=RFXT14i0wGE,CaseyNeistat,1866595,83825,4972,PT7M10S,7.726673,0.34277198,17.891987,28.129944,22.034266,7.1706314,16.703728,21.428571428571427,119.47724811856708,131.1285078841921,115.03152543325272,111.75728077721976,272.8884731556349,0.20489601790905,0.5463273525238037,0.2487766295671463
1PBmPN0tqys,showing you what happened to me,2020-09-11 13:00:00+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=1PBmPN0tqys,CaseyNeistat,2152378,106826,5092,PT6M17S,3.7200224,1.206725,15.51476,30.093699,26.960745,1.5553592,20.94869,33.587786259541986,89.1175594496572,101.28321846506572,85.05003227046225,78.14914732868604,234.56703149609712,0.5121867656707764,0.3297620415687561,0.1580512672662735
8yqpfLLG_vQ,JAMIE FOXX GAVE ME A BLACK EYE,2020-08-14 15:13:54+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=8yqpfLLG_vQ,CaseyNeistat,2041506,100464,5270,PT10M49S,15.769802,0.9819043,21.954182,19.338158,18.195835,3.2909973,20.469124,35.50295857988166,97.82866124260356,107.19813992131,94.51063940124712,90.29319615872576,230.743561797254,0.2046104371547699,0.37662363052368164,0.41876596212387085
49Z6Mv4_WCA,i don't know what im doing anymore,2020-08-11 20:24:34+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=49Z6Mv4_WCA,CaseyNeistat,3159571,170622,10705,PT10M47S,18.224457,0.2576642,13.323261,16.128838,20.65013,0.27215052,31.143503,36.64688427299704,95.6598006305638,105.25314077697412,91.29026833735163,93.05301447746662,483.436130213589,0.07959820330142975,0.1384192556142807,0.7819824814796448
FKqYNke5sO4,Surfing at an ABANDONED WATER PARK,2020-06-25 19:00:02+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=FKqYNke5sO4,CaseyNeistat,1911412,83354,3737,PT10M15S,11.442664,0.052362997,9.144043,12.687629,30.653189,4.848098,31.172014,9.657320872274145,127.52576559254932,123.25716228312132,127.983749175212,136.33765535760642,441.531772105301,0.46839624643325806,0.13045932352542877,0.40114444494247437
ag0MwmwGyG0,What Black Lives Matter Protests are really about,2020-06-04 23:44:03+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=ag0MwmwGyG0,CaseyNeistat,2074119,134038,16254,PT8M32S,16.715443,0.25929967,24.91897,1.055267,34.775642,0.9610764,21.314302,80.52434456928839,84.17191852469568,88.88377462741886,82.01307528187422,83.01184610545413,177.2001548391276,0.5145573616027832,0.27163439989089966,0.21380819380283356
sUm3mvZii6Y,FIFTY THOUSAND DOLLARS,2020-05-15 17:27:17+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=sUm3mvZii6Y,CaseyNeistat,1513979,80196,4601,PT9M17S,10.965046,0.42540708,16.787714,16.57709,27.95818,1.7933416,25.49322,31.66953528399312,109.9705997576616,110.99657454221648,109.25425415202476,110.93227908658444,486.7104420822841,0.39866891503334045,0.16778188943862915,0.4335491955280304
rj25YHshXo8,My Best Friend Got The Coronavirus,2020-03-21 23:55:58+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=rj25YHshXo8,CaseyNeistat,2621860,92977,8591,PT14M57S,11.650989,0.87589186,27.704514,9.126808,22.697395,4.909669,23.034735,55.080213903743314,115.06073275029708,120.59704634116903,112.60932007575757,113.20247086211378,415.1568411921649,0.4003394842147827,0.3838183879852295,0.215842142701149
DvwMVIJbOJk,WE WENT TO MEXICO TO SURPRISE MY SISTER!,2020-03-11 16:35:41+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=DvwMVIJbOJk,CaseyNeistat,1492716,56584,2399,PT9M1S,11.124573,0.4802006,11.493566,23.68852,23.646896,1.7816478,27.784595,25.177304964539005,92.95408204664106,101.69992981678486,89.83082643814026,86.08670967697252,405.8503940490589,0.061994519084692,0.3634566068649292,0.5745488405227661
Zu073TPW3E8,World’s First Tesla Cyberbike,2020-02-03 16:56:35+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=Zu073TPW3E8,CaseyNeistat,3349263,117002,3540,PT5M35S,9.689135,0.6442563,26.364044,12.355078,25.625713,2.874189,22.447584,20.05730659025788,110.15060775081584,114.15358421133794,108.70724259292425,107.05389926078476,695.0996339238665,0.6063446402549744,0.21166424453258514,0.18199115991592407
mvMJl_0oQ_8,"FASTEST CAR, YOUNGEST DRIVER - driving a $200,000 sports car with Lando Norris",2020-01-10 22:08:09+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=mvMJl_0oQ_8,CaseyNeistat,3727543,123055,3594,PT9M31S,14.025346,0.8236104,13.910815,17.574099,15.748009,1.3614874,36.556637,34.6218487394958,103.3894433356676,107.82556147875816,101.70973174894958,100.35929539419934,399.4126243121897,0.46404212713241577,0.02783059887588024,0.5081272721290588
1wBsKxwzPyo,WHAT JUST HAPPENED?,2020-01-02 13:00:00+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=1wBsKxwzPyo,CaseyNeistat,3021798,176361,8362,PT10M5S,16.85762,0.25080416,15.682094,18.39932,16.16781,2.4537385,30.188614,32.17115689381934,97.69147480712934,102.59909817144305,95.64478544170407,95.4897138511952,412.3895829768658,0.15002407133579254,0.34304624795913696,0.5069296956062317
MF_zO_gjbls,100% FREE APARTMENT IN NEW YORK CITY,2019-12-26 17:27:25+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=MF_zO_gjbls,CaseyNeistat,3369108,108283,4861,PT8M26S,7.730317,0.3051913,16.303274,20.997856,19.171532,2.2159152,33.275913,44.78178368121442,103.9080648949768,115.50952942988351,98.08238081943126,103.42288467050126,643.4065363235421,0.582656741142273,0.18663887679576874,0.2307044118642807
FtlF-6TnMuo,THIS IS THE MOST EXPENSIVE PLANE TICKET IN THE WORLD | Etihad A380 The Residence,2019-12-16 18:57:27+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=FtlF-6TnMuo,CaseyNeistat,43564258,845585,30173,PT7M46S,16.916431,0.6838073,17.062296,8.461261,17.731096,2.41425,36.730858,40.53497942386832,103.4341476623228,113.0529348851166,99.67238598286752,97.53276477480568,284.76512900155484,0.5398073792457581,0.0500587560236454,0.41013383865356445
2-czoC-Rv7I,i MESSED UP majorly in Abu Dhabi,2019-12-09 13:20:37+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=2-czoC-Rv7I,CaseyNeistat,1808862,54836,2856,PT10M29S,11.514558,0.4951998,24.088856,15.69674,19.635128,0.62555015,27.943968,18.473282442748094,95.7667614437553,101.05928498727737,93.96797175837574,91.09815057782018,464.603152304896,0.1701885610818863,0.04263736680150032,0.7871740460395813
naWydIuWMiY,up all night long,2019-12-06 22:43:44+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=naWydIuWMiY,CaseyNeistat,1535892,60333,3661,PT9M27S,18.334162,0.33076945,16.682116,15.475996,16.707382,2.4036767,30.065899,29.441624365482237,90.67004987280268,95.45599727245488,89.12297716617316,86.08700630992668,492.7536993743084,0.13782799243927002,0.4152738153934479,0.4468982219696045
aLij6qUs-PM,Model X is all messed up,2019-12-05 14:00:00+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=aLij6qUs-PM,CaseyNeistat,1508375,50939,2205,PT5M52S,12.090742,0.78695226,11.5783825,6.775702,31.654848,1.4741895,35.639187,34.05994550408719,83.34178129967076,87.18114934576522,81.44060348783303,83.0923390667575,374.0789025161153,0.05555138736963272,0.04638635367155075,0.8980622291564941
5ay5M82IcUI,a horrible situation,2019-11-09 22:29:04+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=5ay5M82IcUI,CaseyNeistat,2228306,85552,4102,PT8M,11.15092,2.1586516,11.6975155,25.998507,20.007536,0.5593551,28.427517,20.6,88.27108701388889,92.36498755208332,86.57250815972222,86.27167135416667,333.7748235366483,0.6023200154304504,0.02339165285229683,0.37428832054138184
s41j8ZSShnc,Divorce Beach.,2019-11-04 13:00:11+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=s41j8ZSShnc,CaseyNeistat,4294845,114279,6777,PT10M35S,7.2582207,0.16942455,19.429249,18.01319,21.326399,1.788897,32.01462,18.731117824773413,99.96824772102634,99.92891156061178,99.47181608499076,102.63611006865769,462.1577991936345,0.5623838901519775,0.3037082552909851,0.13390783965587616
N9NH0Jqh7Is,$400 Mavic Mini Drone; GARBAGE or great??,2019-11-02 15:09:44+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=N9NH0Jqh7Is,CaseyNeistat,4657320,97180,6724,PT8M56S,21.670588,0.3857633,17.147346,8.110282,18.906496,2.1705005,31.609026,27.77777777777778,100.15878856469035,98.2885867417737,101.53914806103144,98.00204848665872,1219.8432848224695,0.31367120146751404,0.08321376889944077,0.6031150221824646
uBNFgU4sfP4,i'm going back to NYC.,2019-10-31 22:03:50+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=uBNFgU4sfP4,CaseyNeistat,2675134,95080,5586,PT10M15S,22.575928,0.26213318,12.19017,9.738051,16.843908,2.0375998,36.35221,41.34165366614664,88.79868975071503,101.09553199888413,84.26235941833507,79.85070169629702,637.887390072936,0.3446803092956543,0.27903544902801514,0.3762842118740082
3FLogS1CquI,MY LiFE iN LA,2019-10-08 14:30:06+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=3FLogS1CquI,CaseyNeistat,3570609,206006,13656,PT9M23S,23.165987,0.84589547,16.615818,10.550383,13.700222,1.9483107,33.17339,48.797250859106526,98.76049288999856,102.37341337491648,97.36738504229906,96.44215831125906,339.95774320941973,0.31676405668258667,0.28188642859458923,0.40134957432746887
dSmsQraeCVM,My New New Studio,2019-08-14 16:41:02+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=dSmsQraeCVM,CaseyNeistat,3178045,99887,5037,PT11M7S,23.922865,0.77252877,15.071807,14.649026,17.666988,2.3057,25.611086,45.75539568345324,108.2553134242606,121.51461151703636,102.31371092501,104.1081653427258,746.0728326766493,0.4140841066837311,0.28854048252105713,0.2973754107952118
cWPbGSZpSdE,Faster than a Tesla.. Formula E Racing,2019-08-01 21:34:57+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=cWPbGSZpSdE,CaseyNeistat,1566179,57797,2902,PT7M16S,11.619472,0.18041085,27.175406,14.821159,22.577349,5.7034817,17.922724,23.736263736263734,111.91198828601954,112.19073622557998,110.46849374236874,118.63569193566848,692.7499947482397,0.2683475613594055,0.014440328814089298,0.7172122001647949
9Ti4wBKB4Yo,this is the end.,2019-07-18 20:45:03+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=9Ti4wBKB4Yo,CaseyNeistat,5507969,239580,18337,PT13M16S,18.011517,0.23965012,7.5918455,6.378848,7.0673966,1.0038519,59.70689,55.352798053527984,94.03276480974588,103.51261556649602,90.57702870497091,86.9633276571793,500.71160908332087,0.7369741201400757,0.10887855291366577,0.15414734184741974
fxa0lifjXdk,"Top of the Line Tesla 3 + $20,000.00",2019-05-30 16:45:21+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=fxa0lifjXdk,CaseyNeistat,2708240,78833,5232,PT5M3S,7.698068,0.0026182146,20.648201,13.62145,31.47937,1.3277436,25.222551,11.708860759493673,130.11631797479342,133.7867993885153,127.6568192631417,133.1696155283052,754.3526940048871,0.22264528274536133,0.34466665983200073,0.4326880872249603
wFnzFZvD3tM,Dipping an APPLE WATCH in PURE GOLD!!,2019-05-22 14:09:54+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=wFnzFZvD3tM,CaseyNeistat,5840381,160398,5853,PT4M59S,7.6694098,0.04762828,16.522985,14.725519,18.652205,4.6871824,37.695072,45.51282051282051,101.69147342692752,118.50399530916133,95.964500909789,87.05084903901799,694.005455320283,0.13941332697868347,0.23881137371063232,0.6217753291130066
aekZX4Banmk,Building a $58 Million NYC Apartment,2019-05-20 20:32:32+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=aekZX4Banmk,CaseyNeistat,3782571,101318,5070,PT7M19S,10.07693,0.69196624,23.814943,13.483592,24.014668,2.8675644,25.050337,30.196936542669583,81.82759934202528,88.28960199557805,79.61662282701192,76.29972601165512,602.6227983181653,0.35247883200645447,0.24060176312923431,0.40691936016082764
XxJlI6FOZ4A,come to 368.,2019-05-17 12:33:31+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=XxJlI6FOZ4A,CaseyNeistat,2126075,63890,2322,PT4M21S,14.454152,0.84269017,11.471437,15.569928,17.0273,1.0870434,39.547447,56.98529411764706,113.32761600668913,129.50637238945058,107.78289217281964,99.41233634599674,1091.5824216313704,0.30886033177375793,0.3258763551712036,0.36526334285736084
h0nO27dUlHU,i'M Leaving NYC forever..,2019-05-10 18:24:16+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=h0nO27dUlHU,CaseyNeistat,4212233,149755,11560,PT8M45S,25.821548,0.10424716,11.245983,6.518087,10.880616,0.52493113,44.904587,76.41681901279708,102.49689878821349,118.57552843477046,96.08368445942514,93.45679096365276,746.9288786988739,0.3002917170524597,0.2451692819595337,0.454539030790329
CEV9anFQR2o,Remembering John Singleton,2019-04-30 12:29:34+00:00,Uploads,UUtinbF-Q-fVthA0qrFQTgXQ,https://www.youtube.com/watch?v=CEV9anFQR2o,CaseyNeistat,924828,41728,1231,PT6M22S,13.716841,0.07691766,15.61604,19.23108,11.551104,0.4414463,39.366573,54.13533834586466,93.96878748520608,109.57492537768032,87.72837100346351,85.15342623050682,533.4331874304601,0.24709419906139374,0.6363723874092102,0.11653334647417068
